"SECURITIES","ERROR CODE","NUM FLDS","OPT_EXPIRE_DT","OPT_STRIKE_PX","PX_BID","PX_MID","PX_ASK","OPT_PUT_CALL","DAYS_TO_MTY","TODAY_DT","OPT_DAYS_EXPIRE"
"SPX US 09/16/16 P2220 Index",0,9,"09/16/2016",2220.000000  ,132.900000  ,134.050000  ,135.200000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2225 Index",0,9,"09/16/2016",2225.000000  ,137.400000  ,138.550000  ,139.700000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2230 Index",0,9,"09/16/2016",2230.000000  ,142.000000  ,143.100000  ,144.200000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2240 Index",0,9,"09/16/2016",2240.000000  ,151.200000  ,152.350000  ,153.500000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2250 Index",0,9,"09/16/2016",2250.000000  ,160.600000  ,161.750000  ,162.900000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2260 Index",0,9,"09/16/2016",2260.000000  ,170.300000  ,171.450000  ,172.600000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2270 Index",0,9,"09/16/2016",2270.000000  ,180.000000  ,181.150000  ,182.300000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2275 Index",0,9,"09/16/2016",2275.000000  ,184.900000  ,186.050000  ,187.200000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2280 Index",0,9,"09/16/2016",2280.000000  ,189.800000  ,190.950000  ,192.100000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2290 Index",0,9,"09/16/2016",2290.000000  ,199.700000  ,200.850000  ,202.000000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2300 Index",0,9,"09/16/2016",2300.000000  ,209.600000  ,210.700000  ,211.800000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2325 Index",0,9,"09/16/2016",2325.000000  ,234.400000  ,235.500000  ,236.600000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2350 Index",0,9,"09/16/2016",2350.000000  ,259.300000  ,260.400000  ,261.500000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2375 Index",0,9,"09/16/2016",2375.000000  ,284.200000  ,285.300000  ,286.400000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2400 Index",0,9,"09/16/2016",2400.000000  ,309.100000  ,310.250000  ,311.400000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2450 Index",0,9,"09/16/2016",2450.000000  ,359.000000  ,360.150000  ,361.300000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2500 Index",0,9,"09/16/2016",2500.000000  ,408.900000  ,410.000000  ,411.100000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2550 Index",0,9,"09/16/2016",2550.000000  ,458.800000  ,459.900000  ,461.000000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 09/16/16 P2600 Index",0,9,"09/16/2016",2600.000000  ,508.700000  ,509.800000  ,510.900000  ,"Put",77  ,"06/30/2016",78  ,
"SPX US 10/21/16 C300 Index",0,9,"10/21/2016",300.000000  ,1782.700000  ,1783.900000  ,1785.100000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C400 Index",0,9,"10/21/2016",400.000000  ,1682.900000  ,1684.100000  ,1685.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C500 Index",0,9,"10/21/2016",500.000000  ,1583.100000  ,1584.300000  ,1585.500000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C600 Index",0,9,"10/21/2016",600.000000  ,1483.300000  ,1484.550000  ,1485.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C650 Index",0,9,"10/21/2016",650.000000  ,1433.400000  ,1434.650000  ,1435.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C700 Index",0,9,"10/21/2016",700.000000  ,1383.600000  ,1384.800000  ,1386.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C750 Index",0,9,"10/21/2016",750.000000  ,1333.700000  ,1334.900000  ,1336.100000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C800 Index",0,9,"10/21/2016",800.000000  ,1283.800000  ,1285.050000  ,1286.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C850 Index",0,9,"10/21/2016",850.000000  ,1234.000000  ,1235.200000  ,1236.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C900 Index",0,9,"10/21/2016",900.000000  ,1184.200000  ,1185.400000  ,1186.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C950 Index",0,9,"10/21/2016",950.000000  ,1134.300000  ,1135.550000  ,1136.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C975 Index",0,9,"10/21/2016",975.000000  ,1109.400000  ,1110.650000  ,1111.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1000 Index",0,9,"10/21/2016",1000.000000  ,1084.500000  ,1085.750000  ,1087.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1025 Index",0,9,"10/21/2016",1025.000000  ,1059.600000  ,1060.850000  ,1062.100000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1050 Index",0,9,"10/21/2016",1050.000000  ,1034.700000  ,1035.950000  ,1037.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1075 Index",0,9,"10/21/2016",1075.000000  ,1009.800000  ,1011.050000  ,1012.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1100 Index",0,9,"10/21/2016",1100.000000  ,984.900000  ,986.100000  ,987.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1125 Index",0,9,"10/21/2016",1125.000000  ,960.000000  ,961.200000  ,962.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1150 Index",0,9,"10/21/2016",1150.000000  ,935.100000  ,936.350000  ,937.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1175 Index",0,9,"10/21/2016",1175.000000  ,910.200000  ,911.450000  ,912.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1200 Index",0,9,"10/21/2016",1200.000000  ,885.400000  ,886.600000  ,887.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1225 Index",0,9,"10/21/2016",1225.000000  ,860.500000  ,861.750000  ,863.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1250 Index",0,9,"10/21/2016",1250.000000  ,835.700000  ,836.950000  ,838.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1275 Index",0,9,"10/21/2016",1275.000000  ,810.900000  ,812.100000  ,813.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1300 Index",0,9,"10/21/2016",1300.000000  ,786.100000  ,787.350000  ,788.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1325 Index",0,9,"10/21/2016",1325.000000  ,761.300000  ,762.550000  ,763.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1350 Index",0,9,"10/21/2016",1350.000000  ,736.600000  ,737.800000  ,739.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1360 Index",0,9,"10/21/2016",1360.000000  ,726.700000  ,727.950000  ,729.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1375 Index",0,9,"10/21/2016",1375.000000  ,711.900000  ,713.100000  ,714.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1380 Index",0,9,"10/21/2016",1380.000000  ,706.900000  ,708.150000  ,709.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1400 Index",0,9,"10/21/2016",1400.000000  ,687.200000  ,688.400000  ,689.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1420 Index",0,9,"10/21/2016",1420.000000  ,667.400000  ,668.650000  ,669.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1425 Index",0,9,"10/21/2016",1425.000000  ,662.500000  ,663.750000  ,665.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1440 Index",0,9,"10/21/2016",1440.000000  ,647.700000  ,648.950000  ,650.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1450 Index",0,9,"10/21/2016",1450.000000  ,637.900000  ,639.100000  ,640.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1460 Index",0,9,"10/21/2016",1460.000000  ,628.000000  ,629.250000  ,630.500000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1475 Index",0,9,"10/21/2016",1475.000000  ,613.300000  ,614.550000  ,615.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1480 Index",0,9,"10/21/2016",1480.000000  ,608.400000  ,609.600000  ,610.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1500 Index",0,9,"10/21/2016",1500.000000  ,588.700000  ,589.950000  ,591.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1520 Index",0,9,"10/21/2016",1520.000000  ,569.100000  ,570.350000  ,571.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1525 Index",0,9,"10/21/2016",1525.000000  ,564.200000  ,565.450000  ,566.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1540 Index",0,9,"10/21/2016",1540.000000  ,549.600000  ,550.800000  ,552.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1550 Index",0,9,"10/21/2016",1550.000000  ,539.800000  ,541.050000  ,542.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1560 Index",0,9,"10/21/2016",1560.000000  ,530.100000  ,531.300000  ,532.500000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1575 Index",0,9,"10/21/2016",1575.000000  ,515.500000  ,516.700000  ,517.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1580 Index",0,9,"10/21/2016",1580.000000  ,510.600000  ,511.850000  ,513.100000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1600 Index",0,9,"10/21/2016",1600.000000  ,491.200000  ,492.400000  ,493.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1620 Index",0,9,"10/21/2016",1620.000000  ,471.800000  ,473.050000  ,474.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1625 Index",0,9,"10/21/2016",1625.000000  ,467.000000  ,468.200000  ,469.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1640 Index",0,9,"10/21/2016",1640.000000  ,452.500000  ,453.750000  ,455.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1650 Index",0,9,"10/21/2016",1650.000000  ,442.900000  ,444.150000  ,445.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1660 Index",0,9,"10/21/2016",1660.000000  ,433.300000  ,434.550000  ,435.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1675 Index",0,9,"10/21/2016",1675.000000  ,418.900000  ,420.150000  ,421.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1680 Index",0,9,"10/21/2016",1680.000000  ,414.200000  ,415.400000  ,416.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1700 Index",0,9,"10/21/2016",1700.000000  ,395.100000  ,396.350000  ,397.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1720 Index",0,9,"10/21/2016",1720.000000  ,376.200000  ,377.400000  ,378.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1725 Index",0,9,"10/21/2016",1725.000000  ,371.500000  ,372.700000  ,373.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1740 Index",0,9,"10/21/2016",1740.000000  ,357.300000  ,358.550000  ,359.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1750 Index",0,9,"10/21/2016",1750.000000  ,348.000000  ,349.200000  ,350.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1760 Index",0,9,"10/21/2016",1760.000000  ,338.600000  ,339.850000  ,341.100000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1775 Index",0,9,"10/21/2016",1775.000000  ,324.700000  ,325.900000  ,327.100000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1780 Index",0,9,"10/21/2016",1780.000000  ,320.000000  ,321.250000  ,322.500000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1800 Index",0,9,"10/21/2016",1800.000000  ,301.600000  ,302.800000  ,304.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1820 Index",0,9,"10/21/2016",1820.000000  ,283.300000  ,284.500000  ,285.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1825 Index",0,9,"10/21/2016",1825.000000  ,278.700000  ,279.950000  ,281.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1840 Index",0,9,"10/21/2016",1840.000000  ,265.200000  ,266.400000  ,267.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1850 Index",0,9,"10/21/2016",1850.000000  ,256.200000  ,257.400000  ,258.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1860 Index",0,9,"10/21/2016",1860.000000  ,247.200000  ,248.400000  ,249.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1875 Index",0,9,"10/21/2016",1875.000000  ,233.900000  ,235.100000  ,236.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1880 Index",0,9,"10/21/2016",1880.000000  ,229.500000  ,230.700000  ,231.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1900 Index",0,9,"10/21/2016",1900.000000  ,212.100000  ,213.300000  ,214.500000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1920 Index",0,9,"10/21/2016",1920.000000  ,194.900000  ,196.050000  ,197.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1925 Index",0,9,"10/21/2016",1925.000000  ,190.600000  ,191.800000  ,193.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1940 Index",0,9,"10/21/2016",1940.000000  ,178.000000  ,179.150000  ,180.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1950 Index",0,9,"10/21/2016",1950.000000  ,169.700000  ,170.850000  ,172.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1960 Index",0,9,"10/21/2016",1960.000000  ,161.500000  ,162.650000  ,163.800000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1975 Index",0,9,"10/21/2016",1975.000000  ,149.300000  ,150.450000  ,151.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C1980 Index",0,9,"10/21/2016",1980.000000  ,145.300000  ,146.450000  ,147.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2000 Index",0,9,"10/21/2016",2000.000000  ,129.700000  ,130.800000  ,131.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2020 Index",0,9,"10/21/2016",2020.000000  ,114.500000  ,115.600000  ,116.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2025 Index",0,9,"10/21/2016",2025.000000  ,110.800000  ,111.900000  ,113.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2040 Index",0,9,"10/21/2016",2040.000000  ,99.900000  ,100.950000  ,102.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2050 Index",0,9,"10/21/2016",2050.000000  ,92.800000  ,93.850000  ,94.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2060 Index",0,9,"10/21/2016",2060.000000  ,85.900000  ,86.950000  ,88.000000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2075 Index",0,9,"10/21/2016",2075.000000  ,75.900000  ,76.900000  ,77.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2080 Index",0,9,"10/21/2016",2080.000000  ,72.700000  ,73.700000  ,74.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2100 Index",0,9,"10/21/2016",2100.000000  ,60.300000  ,61.250000  ,62.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2120 Index",0,9,"10/21/2016",2120.000000  ,49.100000  ,49.900000  ,50.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2125 Index",0,9,"10/21/2016",2125.000000  ,46.400000  ,47.150000  ,47.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2140 Index",0,9,"10/21/2016",2140.000000  ,38.700000  ,39.400000  ,40.100000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2150 Index",0,9,"10/21/2016",2150.000000  ,33.900000  ,34.600000  ,35.300000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2160 Index",0,9,"10/21/2016",2160.000000  ,29.400000  ,30.050000  ,30.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2175 Index",0,9,"10/21/2016",2175.000000  ,23.200000  ,23.850000  ,24.500000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2180 Index",0,9,"10/21/2016",2180.000000  ,21.300000  ,21.900000  ,22.500000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2200 Index",0,9,"10/21/2016",2200.000000  ,14.700000  ,15.200000  ,15.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2220 Index",0,9,"10/21/2016",2220.000000  ,9.600000  ,10.000000  ,10.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2225 Index",0,9,"10/21/2016",2225.000000  ,8.500000  ,8.950000  ,9.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2240 Index",0,9,"10/21/2016",2240.000000  ,5.900000  ,6.250000  ,6.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2250 Index",0,9,"10/21/2016",2250.000000  ,4.500000  ,4.850000  ,5.200000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2260 Index",0,9,"10/21/2016",2260.000000  ,3.500000  ,3.800000  ,4.100000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2275 Index",0,9,"10/21/2016",2275.000000  ,2.350000  ,2.625000  ,2.900000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2280 Index",0,9,"10/21/2016",2280.000000  ,2.050000  ,2.325000  ,2.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2300 Index",0,9,"10/21/2016",2300.000000  ,1.200000  ,1.450000  ,1.700000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2320 Index",0,9,"10/21/2016",2320.000000  ,0.700000  ,0.925000  ,1.150000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2325 Index",0,9,"10/21/2016",2325.000000  ,0.650000  ,0.850000  ,1.050000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2340 Index",0,9,"10/21/2016",2340.000000  ,0.450000  ,0.650000  ,0.850000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2350 Index",0,9,"10/21/2016",2350.000000  ,0.350000  ,0.550000  ,0.750000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2375 Index",0,9,"10/21/2016",2375.000000  ,0.200000  ,0.400000  ,0.600000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2400 Index",0,9,"10/21/2016",2400.000000  ,0.100000  ,0.300000  ,0.500000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2450 Index",0,9,"10/21/2016",2450.000000  ,0.050000  ,0.225000  ,0.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2500 Index",0,9,"10/21/2016",2500.000000  ,"N.A.",0.400000  ,0.400000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 C2600 Index",0,9,"10/21/2016",2600.000000  ,"N.A.",0.250000  ,0.250000  ,"Call",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P300 Index",0,9,"10/21/2016",300.000000  ,"N.A.",0.200000  ,0.200000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P400 Index",0,9,"10/21/2016",400.000000  ,"N.A.",0.200000  ,0.200000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P500 Index",0,9,"10/21/2016",500.000000  ,"N.A.",0.200000  ,0.200000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P600 Index",0,9,"10/21/2016",600.000000  ,"N.A.",0.200000  ,0.200000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P650 Index",0,9,"10/21/2016",650.000000  ,"N.A.",0.250000  ,0.250000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P700 Index",0,9,"10/21/2016",700.000000  ,"N.A.",0.300000  ,0.300000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P750 Index",0,9,"10/21/2016",750.000000  ,"N.A.",0.300000  ,0.300000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P800 Index",0,9,"10/21/2016",800.000000  ,"N.A.",0.350000  ,0.350000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P850 Index",0,9,"10/21/2016",850.000000  ,0.050000  ,0.250000  ,0.450000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P900 Index",0,9,"10/21/2016",900.000000  ,0.150000  ,0.325000  ,0.500000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P950 Index",0,9,"10/21/2016",950.000000  ,0.200000  ,0.375000  ,0.550000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P975 Index",0,9,"10/21/2016",975.000000  ,0.250000  ,0.425000  ,0.600000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1000 Index",0,9,"10/21/2016",1000.000000  ,0.300000  ,0.475000  ,0.650000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1025 Index",0,9,"10/21/2016",1025.000000  ,0.350000  ,0.525000  ,0.700000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1050 Index",0,9,"10/21/2016",1050.000000  ,0.400000  ,0.575000  ,0.750000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1075 Index",0,9,"10/21/2016",1075.000000  ,0.400000  ,0.600000  ,0.800000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1100 Index",0,9,"10/21/2016",1100.000000  ,0.450000  ,0.650000  ,0.850000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1125 Index",0,9,"10/21/2016",1125.000000  ,0.500000  ,0.700000  ,0.900000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1150 Index",0,9,"10/21/2016",1150.000000  ,0.550000  ,0.750000  ,0.950000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1175 Index",0,9,"10/21/2016",1175.000000  ,0.650000  ,0.825000  ,1.000000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1200 Index",0,9,"10/21/2016",1200.000000  ,0.750000  ,0.925000  ,1.100000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1225 Index",0,9,"10/21/2016",1225.000000  ,0.850000  ,1.025000  ,1.200000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1250 Index",0,9,"10/21/2016",1250.000000  ,0.950000  ,1.150000  ,1.350000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1275 Index",0,9,"10/21/2016",1275.000000  ,1.100000  ,1.300000  ,1.500000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1300 Index",0,9,"10/21/2016",1300.000000  ,1.250000  ,1.450000  ,1.650000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1325 Index",0,9,"10/21/2016",1325.000000  ,1.450000  ,1.650000  ,1.850000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1350 Index",0,9,"10/21/2016",1350.000000  ,1.650000  ,1.850000  ,2.050000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1360 Index",0,9,"10/21/2016",1360.000000  ,1.750000  ,1.950000  ,2.150000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1375 Index",0,9,"10/21/2016",1375.000000  ,1.850000  ,2.075000  ,2.300000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1380 Index",0,9,"10/21/2016",1380.000000  ,1.900000  ,2.125000  ,2.350000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1400 Index",0,9,"10/21/2016",1400.000000  ,2.100000  ,2.325000  ,2.550000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1420 Index",0,9,"10/21/2016",1420.000000  ,2.350000  ,2.575000  ,2.800000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1425 Index",0,9,"10/21/2016",1425.000000  ,2.400000  ,2.625000  ,2.850000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1440 Index",0,9,"10/21/2016",1440.000000  ,2.600000  ,2.850000  ,3.100000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1450 Index",0,9,"10/21/2016",1450.000000  ,2.700000  ,2.950000  ,3.200000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1460 Index",0,9,"10/21/2016",1460.000000  ,2.850000  ,3.075000  ,3.300000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1475 Index",0,9,"10/21/2016",1475.000000  ,3.100000  ,3.350000  ,3.600000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1480 Index",0,9,"10/21/2016",1480.000000  ,3.100000  ,3.350000  ,3.600000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1500 Index",0,9,"10/21/2016",1500.000000  ,3.500000  ,3.750000  ,4.000000  ,"Put",112  ,"06/30/2016",113  ,
"SPX US 10/21/16 P1520 Index",0,9,"10/21/2016",1520.000000  ,3.800000  ,4.050000  ,4.300000  ,"Put",112  ,"06/30/2016",113  ,
